Title,Description,Tips
"Moringa Seeds Dwarf","Easy to grow as an annual in the north! Moringa contains 46 antioxidants, 18 amino acids & is a complete protein. This is a very special dwarf variety from India. Unlike other varieties of moringa, this tree will remain short and is very well suited to container growing, which makes growing it in the U.S. much easier. Moringa is native to the tropics and the subtropics; container growing will allow you to bring your tree inside for the winter. This plant is prized for its high-protein leaves, its rich concentration of minerals and vitamins, and its heavy load of antioxidants! Leaves, blooms, seeds and immature seedpods, called “drumsticks,” are edible; seeds are source of a high-quality oil. WARNING: Roots are reputed to be poisonous, do not eat!8-12 hours of SunSprouts in 14-21 DaysIdeal Temperature: 80-90 Degrees FSeed Depth: 3/4-1\"Plant Spacing: 2-4'Frost Hardy: NoMoringa oleifera","Pre-soak seed in very warm water 2-3 days, rinsing often. Sow in pots or outdoors in warm soil. Sprouts promptly, blooms within 8 months. Overwinter container plants in frost-free conditions."
"Morning Glory Seeds Carnevale Di Venezia","This hard-to-find variety from Europe is a truly stunning mix of blooms in rose-pink or purple-blue stripes! These might just make you look twice, and are sure to be a highlight in any garden!AnnualFull Sun/Part SunSprouts in 5-21 DaysSeed Depth: 1/4-1/2\"Ideal Temperature: 70-75 FPlant Spacing: 8-10\"Frost Hardy: NoIpomoea purpurea"," Direct sow as soon as soil has warmed to 55 degrees. Soak seeds for 24 hours before planting. Provide support for the rambling vines, and expect flowers all summer."
"Morning Glory Seeds Chocolate","Stunning Color! The Japanese began selecting morning glories in the 9th century, and this is one of their most stunning. Huge, 5\" blooms are the loveliest creamy, chocolate-pink color. In Japan, this color is described as \"kaki, or persimmon.\" Large plants produce loads of these beauties! Legend has it, in 1806, a massive fire broke out in Tokyo, burning much of the city to the ground. The morning glory was one of the plants to rise from the ashes, sparking a frenzy of interest in the flower. Also quite popular in America in Victorian times, and we are striving to make them popular once again.AnnualFull Sun/Part SunSprouts in 5-21 DaysSeed Depth: 1/4-1/2\"Ideal Temperature: 70-75 FPlant Spacing: 8-10\"Frost Hardy: NoIpomoea nil"," Direct sow as soon as soil has warmed to 55 degrees. Soak seeds for 24 hours before planting. Provide support for the rambling vines, and expect flowers all summer."
"Morning Glory Seeds Giant Moonflower","Long, vigorous vines grow to 20 feet; giant white flowers can measure over 7 inches across! Excellent for planting in night gardens. Full Sun/Part SunSprouts in 5-21 DaysSeed Depth: 1/4-1/2\"Ideal Temperature: 70-75 FPlant Spacing: 8-10\"Frost Hardy: NoIpomoea alba"," Direct sow as soon as soil has warmed to 55 degrees. Soak seeds for 24 hours before planting. Provide support for the rambling vines, and expect flowers all summer."
"Morning Glory Seeds Imperial Japanese Mix","Invite this antique Japanese morning glory mix into your garden, and your landscape will be enveloped in extraordinary and intriguing blooms in a range of colors and forms. The Edo period in Japan saw a craze for collecting and breeding unusual morning glories with unique colors and forms. This mix is a living collection of some of the best Japanese varieties from history with truly dazzling and glitzy blooms!Full Sun/Part SunSprouts in 5-21 DaysSeed Depth: 1/4-1/2\"Ideal Temperature: 70-75 FPlant Spacing: 8-10\"Frost Hardy: NoIpomoea nil"," Direct sow as soon as soil has warmed to 55 degrees. Soak seeds for 24 hours before planting. Provide support for the rambling vines, and expect flowers all summer."
"Morning Glory Seeds Kikyozaki Mixed","Kikyozaki morning glories are popular in Japan. These are star-shaped and many will be semi-double.  Fantastic looking and much sought after. This is a true botanical treasure that we are proud to offer. Full Sun/Part SunSprouts in 5-21 DaysSeed Depth: 1/4-1/2\"Ideal Temperature: 70-75 FPlant Spacing: 8-10\"Frost Hardy: NoIpomoea nil"," Direct sow as soon as soil has warmed to 55 degrees. Soak seeds for 24 hours before planting. Provide support for the rambling vines, and expect flowers all summer."
"Morning Glory Seeds Mount Fuji Mix","A vibrant and eye-popping Japanese type morning glory that is considered a rare find in the U.S. Large blooms range from 3-5 inches wide in violet, lavender, rose, and magenta hues. These frilly-edged flowers have snow white margins, making for an illuminating effect. This climbing vine averages 6-8 feet in length and covers a trellis or fence beautifully. 6-12 hours of SunSprouts in 5-21 DaysIdeal Temperature: 70-75 Degrees FSeed Depth: 1/4-1/2\"Plant Spacing: 8-10\"Frost Hardy: NoIpomoea nil","Annual. Direct sow as soon as soil has warmed to 55 degrees. Soak seeds for 24 hours before planting. Provide support for the rambling vines, and expect flowers all summer."
"Morning Glory Seeds Split Second","A totally unique and charming morning glory with cottage garden charm. Shell pink to almost coral, these fully double flowers are a refreshing departure from the traditional trumpet shape! The margins of these individual petals are notched and frilled; the overall effect is that of a peony or parrot tulip, yet the vigorous vines easily climb 12 feet! Full Sun/Part SunSprouts in 5-21 DaysSeed Depth: 1/4-1/2\"Ideal Temperature: 70-75 FPlant Spacing: 8-10\"Frost Hardy: NoIpomoea purpurea","Soak seeds for 24 hours before planting and direct sow when as soon as soil has warmed to 55 degrees. Provide support for the rambling vines and expect flowers all summer."
"Mullein Seeds Antique Rose","Ruffled rosy colored blooms set along tall spires add romance to the garden and landscape. Incredibly drought-tolerant plants reach 2.5 to 3 feet tall and about 1.5 feet wide. Pollinators will flock to these sweetheart pink blooms. A short-lived perennial that reseeds easily to bring color to the garden year after year.Perennial zones 4-88-12 hours of SunSprouts in 7-21 DaysIdeal Temp: 60-70 Degrees FSeed Depth: Surface SowPlant Spacing: 24\"Frost Hardy: YesVerbascum phoeniceum","Prefers full sun, fairly dry soil. Surface-sow seeds in spring, gently pressing into place. Thin to 1-2 ft apart. Remove spent blooms to prevent seed formation, control spreading."
"Mullein Seeds Common","Mullein is well adapted to cottage, gravel, and rock gardens. In its function as a pioneer plant, it loves to protect and cover disturbed soil. The first year, this biennial will create a short basal rosette of thick, soft, pale-green leaves that are sometimes called “cowboy toilet paper” or “flannel leaf”. The second year it will send up a tall stalk of abundant dense flowers unique to this V. densiflorum variety of mullein.Biennail8-12 hours of SunSprouts in 7-21 DaysIdeal Temperature: 60-70 Degrees FSeed Depth: Surface SowPlant Spacing: 24\"Frost Hardy: YesVerbascum densiflorum","Prefers full sun, fairly dry soil. Surface-sow seeds in spring, gently pressing into place. Thin to 1-2 ft apart. Remove spent blooms to prevent seed formation, control spreading. "
"","Tall spires are adorned with blooms in shades of dusty rose to buff. These charming cottage garden flowers have impressive drought tolerance and thrive in full sun to part shade. Plants reach 2 to 3 feet tall, creating a low clump of foliage about 1.5 feet wide, with sturdy flower spikes that do not require staking. It is a pollinator-friendly, short-lived perennial that reseeds easily to bring color to the garden. Perennial zones 5-88-12 hours of SunSprouts in 7-21 DaysIdeal Temp: 60-70 Degrees FSeed Depth: Surface SowPlant Spacing: 24\"Frost Hardy: YesVerbascum hybridum","Prefers full sun, fairly dry soil. Surface-sow seeds in spring, gently pressing into place. Thin to 1-2 ft apart. Remove spent blooms to prevent seed formation, control spreading. "
"Mullein Seeds Violetta","Dazzling violet blooms arranged along long spires will add charm to the garden. Incredibly drought-tolerant plants reach 2.5 to 3 feet tall and about 1.5 feet wide. Pollinators will flock to these grape-colored blooms. A short-lived perennial that reseeds easily to bring color to the garden year after year. Perennial zones 4-88-12 hours of SunSprouts in 7-21 DaysIdeal Temp: 60-70 Degrees FSeed Depth: Surface SowPlant Spacing: 24\"Frost Hardy: YesVerbascum phoeniceum","Prefers full sun, fairly dry soil. Surface-sow seeds in spring, gently pressing into place. Thin to 1-2 ft apart. Remove spent blooms to prevent seed formation, control spreading."
"Mullein Seeds White Bride","Blousy white blooms sway in the breeze along tall spires. It is a very drought-tolerant flower that works beautifully in landscapes, beds, and even containers. Plants reach 2.5 to 30 feet tall and about 1.5 feet wide. These short-lived perennials will easily reseed, bringing crisp white flowers and lots of pollinator action year after year. Perennial zones 4-88-12 hours of SunSprouts in 7-21 DaysIdeal Temp: 60-70 Degrees FSeed Depth: Surface SowPlant Spacing: 24\"Frost Hardy: YesVerbascum phoeniceum","Prefers full sun, fairly dry soil. Surface-sow seeds in spring, gently pressing into place. Thin to 1-2 ft apart. Remove spent blooms to prevent seed formation, control spreading."
"Komatsuna Seeds Spinach Mustard \"Old Tokyo\"","We are excited to offer this old, traditional komatsuna strain from Tokyo, Japan. Since it makes such a perfect spinach substitute, it’s hard to believe that komatsuna is actually a mustard! The leaves combine the best qualities of spinach and mustard, with a mild and sweet flavor reminiscent of spinach but with the powerful nutrition of a mustard! Frequently referred to as one of the “most underrated” leafy greens, komatsuna is simply mouth watering. This leafy green is incredibly delicious, mild, and tender. It holds superfood status in its native Japan. The leaves are very high in vitamins A and C, and it is a good source of vitamin K, folate, and minerals such as calcium and iron. Komatsuna has been revered in Japanese, Taiwanese and Korean cuisine as a mouth-watering veggie for many years, and in America chefs and nutritionally minded foodies have identified it as a delicious, juicy, and health-promoting green. Let the culinary experimentation begin! 6-12 hours of SunSprouts in 5-8 DaysIdeal Temperature: 55-70 Degrees FSeed Depth: 1/4\"Plant Spacing: 12\"Frost Hardy: YesBrassica rapa var perviridis","Tolerant of heat and frost but best planted in cool spring or fall conditions. Sow in place. Prefers rich soil; harvest individual leaves or cut entire plant."
